,0,var
0,72.06248334363185,0.20678328814925473
1,58.58186105637294,0.1366543048587952
2,46.64155480377825,0.08662495598913451
3,44.79443244171669,0.07989968462280818
4,43.21916484385715,0.07437889624405958
5,37.61275692263333,0.05633357630487855
6,36.08344460619047,0.051845726866108895
7,34.59840052598834,0.047666035525181984
8,33.81789353803863,0.045539692485092716
9,31.579809908566578,0.03971147436759591
10,29.035142828066608,0.03356950380207605
11,28.482791003838045,0.03230442942971605
12,23.957576260337525,0.022855080059104325
13,23.32845364322064,0.02167049803105889
14,18.31287228847313,0.013353955412752623
15,16.5206255327272,0.010868008340875639
16,14.845172605004603,0.008775411514747212
17,11.869100767860791,0.005609609403206505
18,10.738561064010087,0.004591865625516244
19,10.61356251059586,0.004485587704633781
20,9.101092069127175,0.0032982532883059144
21,8.152898422574124,0.0026467995452153434
22,7.783585446965694,0.0024124392358930145
23,7.082635650259949,0.0019975000121946304
24,6.45049043345795,0.0016568472046499692
25,6.18957471960124,0.0015255224686049344
26,5.262511829125928,0.0011027654690084594
27,4.401347845257899,0.0007713799994791155
28,4.141256256468825,0.0006829064245770456
29,3.1054034524329763,0.0003840016154739355
